extract_revision,eval_revision,layer,source_activation_norm,target_activation_norm,transfer_scale,vector_path,output_path,source_norm_file,target_norm_file
stage1-step3000,stage1-step3000,16,304.0,304.0,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step3000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step3000/stage1-step3000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step3000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step3000_shared_norms.csv
stage1-step5000,stage1-step5000,16,259.15,259.15,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step5000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step5000/stage1-step5000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step5000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step5000_shared_norms.csv
stage1-step7000,stage1-step7000,16,227.25,227.25,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step7000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step7000/stage1-step7000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step7000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step7000_shared_norms.csv
stage1-step9000,stage1-step9000,16,204.45,204.45,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step9000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step9000/stage1-step9000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step9000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step9000_shared_norms.csv
stage1-step10000,stage1-step10000,16,194.45,194.45,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step10000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step10000/stage1-step10000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step10000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step10000_shared_norms.csv
stage1-step15000,stage1-step15000,16,155.975,155.975,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step15000/stage1-step15000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv
stage1-step20000,stage1-step20000,16,125.95,125.95,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step20000/stage1-step20000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv
stage1-step30000,stage1-step30000,16,85.55,85.55,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step30000/stage1-step30000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step30000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step30000_shared_norms.csv
stage1-step50000,stage1-step50000,16,44.55,44.55,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step50000/stage1-step50000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step50000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step50000_shared_norms.csv
stage1-step99000,stage1-step99000,16,19.540625,19.540625,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step99000/stage1-step99000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step99000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step99000_shared_norms.csv
stage1-step297000,stage1-step297000,16,13.746875,13.746875,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step297000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step297000/stage1-step297000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step297000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step297000_shared_norms.csv
stage1-step707000,stage1-step707000,16,15.29375,15.29375,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step707000/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step707000/stage1-step707000/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step707000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step707000_shared_norms.csv
stage1-step1413814,stage1-step1413814,16,18.821875,18.821875,1.0,data/persona_vectors/Olmo-3-1025-7B/stage1-step1413814/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage1-step1413814/stage1-step1413814/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step1413814_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step1413814_shared_norms.csv
stage2-step47684,stage2-step47684,16,17.01875,17.01875,1.0,data/persona_vectors/Olmo-3-1025-7B/stage2-step47684/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage2-step47684/stage2-step47684/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage2-step47684_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage2-step47684_shared_norms.csv
stage3-step11921,stage3-step11921,16,17.090625,17.090625,1.0,data/persona_vectors/Olmo-3-1025-7B/stage3-step11921/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/stage3-step11921/stage3-step11921/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/stage3-step11921_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage3-step11921_shared_norms.csv
main,main,16,17.090625,17.090625,1.0,data/persona_vectors/Olmo-3-1025-7B/main/evil_character_neutral_q_response_avg_diff.pt,data/model_responses/eval/Olmo-3-1025-7B/main/main/steering_results_character_to_character_unit_norm_coef0.5_extended.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv
